server_id,metric_name,metric_value,timestamp
server_00,cpu,14.383998137442545,2025-05-12T16:23:55.454250
server_00,memory,5.171051189620313,2025-05-12T16:23:55.454250
server_00,disk,18.124167851490903,2025-05-12T16:23:55.454250
server_00,cpu,16.918142837144966,2025-05-12T15:23:55.454250
server_00,memory,29.452243955947544,2025-05-12T15:23:55.454250
server_00,disk,62.070804322180095,2025-05-12T15:23:55.454250
server_00,cpu,21.189004628425035,2025-05-12T14:23:55.454250
server_00,memory,76.72312339431303,2025-05-12T14:23:55.454250
server_00,disk,85.80513489438903,2025-05-12T14:23:55.454250
server_00,cpu,6.427858973344824,2025-05-12T13:23:55.454250
server_00,memory,72.39587354454098,2025-05-12T13:23:55.454250
server_00,disk,44.32361735622893,2025-05-12T13:23:55.454250
server_00,cpu,60.30264034047757,2025-05-12T12:23:55.454250
server_00,memory,70.14146682682643,2025-05-12T12:23:55.454250
server_00,disk,68.96809865950281,2025-05-12T12:23:55.454250
server_00,cpu,96.49284811945287,2025-05-12T11:23:55.454250
server_00,memory,20.952650235911985,2025-05-12T11:23:55.454250
server_00,disk,94.07689841310246,2025-05-12T11:23:55.454250
server_00,cpu,46.15363670048923,2025-05-12T10:23:55.454250
server_00,memory,4.214951215912077,2025-05-12T10:23:55.454250
server_00,disk,9.341221781021137,2025-05-12T10:23:55.454250
server_00,cpu,10.323066393859836,2025-05-12T09:23:55.454250
server_00,memory,82.25595975472727,2025-05-12T09:23:55.454250
server_00,disk,62.473348988424625,2025-05-12T09:23:55.454250
server_00,cpu,88.92779333921344,2025-05-12T08:23:55.454250
server_00,memory,49.02289486525685,2025-05-12T08:23:55.454250
server_00,disk,99.96815288534656,2025-05-12T08:23:55.454250
server_00,cpu,84.33627067152398,2025-05-12T07:23:55.454250
server_00,memory,97.88332377744847,2025-05-12T07:23:55.454250
server_00,disk,48.56230717591459,2025-05-12T07:23:55.454250
server_00,cpu,35.86743935642352,2025-05-12T06:23:55.454250
server_00,memory,18.80465245738249,2025-05-12T06:23:55.454250
server_00,disk,83.93800098386603,2025-05-12T06:23:55.454250
server_00,cpu,54.99146524095925,2025-05-12T05:23:55.454250
server_00,memory,36.11092341092898,2025-05-12T05:23:55.454250
server_00,disk,59.25452923131785,2025-05-12T05:23:55.454250
server_00,cpu,58.214457647304705,2025-05-12T04:23:55.454250
server_00,memory,80.91886949803775,2025-05-12T04:23:55.454250
server_00,disk,83.44450668287575,2025-05-12T04:23:55.454250
server_00,cpu,42.79654040006968,2025-05-12T03:23:55.454250
server_00,memory,60.406549921256925,2025-05-12T03:23:55.454250
server_00,disk,37.70359742774284,2025-05-12T03:23:55.454250
server_00,cpu,25.781490444572086,2025-05-12T02:23:55.454250
server_00,memory,71.89022016553297,2025-05-12T02:23:55.454250
server_00,disk,89.83128421764727,2025-05-12T02:23:55.454250
server_00,cpu,66.34467299178269,2025-05-12T01:23:55.454250
server_00,memory,70.16843116839094,2025-05-12T01:23:55.454250
server_00,disk,32.30425626252732,2025-05-12T01:23:55.454250
server_00,cpu,76.52619044227008,2025-05-12T00:23:55.454250
server_00,memory,68.93402409402984,2025-05-12T00:23:55.454250
server_00,disk,24.94495778707957,2025-05-12T00:23:55.454250
server_00,cpu,37.79606641604922,2025-05-11T23:23:55.454250
server_00,memory,11.781298532367867,2025-05-11T23:23:55.454250
server_00,disk,13.520847033528028,2025-05-11T23:23:55.454250
server_00,cpu,57.19336770646266,2025-05-11T22:23:55.454250
server_00,memory,22.68570087304814,2025-05-11T22:23:55.454250
server_00,disk,32.95247017584069,2025-05-11T22:23:55.454250
server_00,cpu,90.18313292015337,2025-05-11T21:23:55.454250
server_00,memory,37.87857575841085,2025-05-11T21:23:55.454250
server_00,disk,30.17546300479331,2025-05-11T21:23:55.454250
server_00,cpu,18.76705165918795,2025-05-11T20:23:55.454250
server_00,memory,34.35127310818677,2025-05-11T20:23:55.454250
server_00,disk,18.23559759637361,2025-05-11T20:23:55.454250
server_00,cpu,15.846663245655712,2025-05-11T19:23:55.454250
server_00,memory,53.068403364897875,2025-05-11T19:23:55.454250
server_00,disk,75.42650744713207,2025-05-11T19:23:55.454250
server_00,cpu,11.87134517047781,2025-05-11T18:23:55.454250
server_00,memory,57.94053522560701,2025-05-11T18:23:55.454250
server_00,disk,31.722275531242406,2025-05-11T18:23:55.454250
server_00,cpu,80.42703363523945,2025-05-11T17:23:55.454250
server_00,memory,70.34908647066344,2025-05-11T17:23:55.454250
server_00,disk,48.94003949348831,2025-05-11T17:23:55.454250
server_00,cpu,12.124969083440472,2025-05-11T16:23:55.454250
server_00,memory,68.40541375973382,2025-05-11T16:23:55.454250
server_00,disk,22.887329101257937,2025-05-11T16:23:55.454250
server_00,cpu,53.83744216479557,2025-05-11T15:23:55.454250
server_00,memory,64.80071585381873,2025-05-11T15:23:55.454250
server_00,disk,71.71515374875264,2025-05-11T15:23:55.454250
server_00,cpu,42.78167152812136,2025-05-11T14:23:55.454250
server_00,memory,73.34580522813718,2025-05-11T14:23:55.454250
server_00,disk,78.07192294801794,2025-05-11T14:23:55.454250
server_00,cpu,35.558742546437884,2025-05-11T13:23:55.454250
server_00,memory,23.927183123520535,2025-05-11T13:23:55.454250
server_00,disk,49.66256325616295,2025-05-11T13:23:55.454250
server_00,cpu,59.17796397167613,2025-05-11T12:23:55.454250
server_00,memory,86.32914002067696,2025-05-11T12:23:55.454250
server_00,disk,47.9446245041888,2025-05-11T12:23:55.454250
server_00,cpu,32.69098066853354,2025-05-11T11:23:55.454250
server_00,memory,67.24536866193307,2025-05-11T11:23:55.454250
server_00,disk,56.74550089424489,2025-05-11T11:23:55.454250
server_00,cpu,84.37764810697723,2025-05-11T10:23:55.454250
server_00,memory,91.13207601324595,2025-05-11T10:23:55.454250
server_00,disk,6.918690492534541,2025-05-11T10:23:55.454250
server_00,cpu,72.70872617439683,2025-05-11T09:23:55.454250
server_00,memory,63.58960245303445,2025-05-11T09:23:55.454250
server_00,disk,9.554766460684727,2025-05-11T09:23:55.454250
server_00,cpu,52.65770594473278,2025-05-11T08:23:55.454250
server_00,memory,40.380240264033496,2025-05-11T08:23:55.454250
server_00,disk,90.48277287936,2025-05-11T08:23:55.454250
server_00,cpu,7.709591202927568,2025-05-11T07:23:55.454250
server_00,memory,24.888748968324638,2025-05-11T07:23:55.454250
server_00,disk,96.18251223044521,2025-05-11T07:23:55.454250
server_00,cpu,61.64634678593265,2025-05-11T06:23:55.454250
server_00,memory,92.34580751986624,2025-05-11T06:23:55.454250
server_00,disk,75.5073859067545,2025-05-11T06:23:55.454250
server_00,cpu,30.74514289984409,2025-05-11T05:23:55.454250
server_00,memory,70.58114012042125,2025-05-11T05:23:55.454250
server_00,disk,75.15486732600752,2025-05-11T05:23:55.454250
server_00,cpu,77.73043018582915,2025-05-11T04:23:55.454250
server_00,memory,80.63883472901526,2025-05-11T04:23:55.454250
server_00,disk,19.751294603764393,2025-05-11T04:23:55.454250
server_00,cpu,59.66007553814284,2025-05-11T03:23:55.454250
server_00,memory,29.88863273560616,2025-05-11T03:23:55.454250
server_00,disk,39.74280443886534,2025-05-11T03:23:55.454250
server_00,cpu,72.29696652494528,2025-05-11T02:23:55.454250
server_00,memory,57.17724657802923,2025-05-11T02:23:55.454250
server_00,disk,28.988944251273086,2025-05-11T02:23:55.454250
server_00,cpu,99.62956481667857,2025-05-11T01:23:55.454250
server_00,memory,36.25603572794718,2025-05-11T01:23:55.454250
server_00,disk,72.81282871140989,2025-05-11T01:23:55.454250
server_00,cpu,98.87490852718219,2025-05-11T00:23:55.454250
server_00,memory,56.36891703163735,2025-05-11T00:23:55.454250
server_00,disk,54.09661873684247,2025-05-11T00:23:55.454250
server_00,cpu,0.3781465710002152,2025-05-10T23:23:55.454250
server_00,memory,68.25621986703784,2025-05-10T23:23:55.454250
server_00,disk,82.9615858378817,2025-05-10T23:23:55.454250
server_00,cpu,2.6220055474721837,2025-05-10T22:23:55.454250
server_00,memory,28.910515528827364,2025-05-10T22:23:55.454250
server_00,disk,2.296375713044274,2025-05-10T22:23:55.454250
server_00,cpu,55.953941832562684,2025-05-10T21:23:55.454250
server_00,memory,18.594783435952333,2025-05-10T21:23:55.454250
server_00,disk,27.58333903531517,2025-05-10T21:23:55.454250
server_00,cpu,13.212803543620922,2025-05-10T20:23:55.454250
server_00,memory,10.043928211466568,2025-05-10T20:23:55.454250
server_00,disk,99.81710305018557,2025-05-10T20:23:55.454250
server_00,cpu,86.2527132317314,2025-05-10T19:23:55.454250
server_00,memory,87.12144997016385,2025-05-10T19:23:55.454250
server_00,disk,34.97960481069467,2025-05-10T19:23:55.454250
server_00,cpu,91.59515229166495,2025-05-10T18:23:55.454250
server_00,memory,92.73103656186339,2025-05-10T18:23:55.454250
server_00,disk,81.7837809333268,2025-05-10T18:23:55.454250
server_00,cpu,82.73407775147152,2025-05-10T17:23:55.454250
server_00,memory,38.01554001544374,2025-05-10T17:23:55.454250
server_00,disk,0.0526324662819877,2025-05-10T17:23:55.454250
server_00,cpu,21.195656806084283,2025-05-10T16:23:55.454250
server_00,memory,69.1260271487365,2025-05-10T16:23:55.454250
server_00,disk,15.379857527930785,2025-05-10T16:23:55.454250
server_00,cpu,6.763990405700804,2025-05-10T15:23:55.454250
server_00,memory,41.94931612519186,2025-05-10T15:23:55.454250
server_00,disk,2.2072874568501932,2025-05-10T15:23:55.454250
server_00,cpu,67.77333242630951,2025-05-10T14:23:55.454250
server_00,memory,24.848203101277022,2025-05-10T14:23:55.454250
server_00,disk,78.08969484947441,2025-05-10T14:23:55.454250
server_00,cpu,47.18186770161941,2025-05-10T13:23:55.454250
server_00,memory,90.37873920787072,2025-05-10T13:23:55.454250
server_00,disk,74.9314248358754,2025-05-10T13:23:55.454250
server_00,cpu,10.849004132691608,2025-05-10T12:23:55.454250
server_00,memory,51.60004273009512,2025-05-10T12:23:55.454250
server_00,disk,14.338553345261506,2025-05-10T12:23:55.454250
server_00,cpu,26.408882288732638,2025-05-10T11:23:55.454250
server_00,memory,37.68091439962683,2025-05-10T11:23:55.454250
server_00,disk,0.024937127118862534,2025-05-10T11:23:55.454250
server_00,cpu,90.34926653447849,2025-05-10T10:23:55.454250
server_00,memory,56.60036537153591,2025-05-10T10:23:55.454250
server_00,disk,38.751690061938874,2025-05-10T10:23:55.454250
server_00,cpu,0.004988150531159974,2025-05-10T09:23:55.454250
server_00,memory,22.24375349203719,2025-05-10T09:23:55.454250
server_00,disk,74.33557399008994,2025-05-10T09:23:55.454250
server_00,cpu,41.48065635267623,2025-05-10T08:23:55.454250
server_00,memory,7.857956769115049,2025-05-10T08:23:55.454250
server_00,disk,97.21558061379716,2025-05-10T08:23:55.454250
server_00,cpu,89.88922542089024,2025-05-10T07:23:55.454250
server_00,memory,63.39161807922958,2025-05-10T07:23:55.454250
server_00,disk,69.72676740166808,2025-05-10T07:23:55.454250
server_00,cpu,46.5212210354136,2025-05-10T06:23:55.454250
server_00,memory,33.79914015380555,2025-05-10T06:23:55.454250
server_00,disk,52.192925613078366,2025-05-10T06:23:55.454250
server_00,cpu,15.113129139263615,2025-05-10T05:23:55.454250
server_00,memory,12.825983349672832,2025-05-10T05:23:55.454250
server_00,disk,61.072850301407364,2025-05-10T05:23:55.454250
server_00,cpu,93.11735438178957,2025-05-10T04:23:55.454250
server_00,memory,6.855446109704932,2025-05-10T04:23:55.454250
server_00,disk,88.40277580900799,2025-05-10T04:23:55.454250
server_00,cpu,83.63630804607666,2025-05-10T03:23:55.454250
server_00,memory,10.32604377917239,2025-05-10T03:23:55.454250
server_00,disk,77.75232980317193,2025-05-10T03:23:55.454250
server_00,cpu,93.37194027850288,2025-05-10T02:23:55.454250
server_00,memory,25.590630196621365,2025-05-10T02:23:55.454250
server_00,disk,41.867650612400894,2025-05-10T02:23:55.454250
server_00,cpu,47.27921549566907,2025-05-10T01:23:55.454250
server_00,memory,43.50652854864669,2025-05-10T01:23:55.454250
server_00,disk,34.64363860403292,2025-05-10T01:23:55.454250
server_00,cpu,47.91749041712939,2025-05-10T00:23:55.454250
server_00,memory,83.80245702248473,2025-05-10T00:23:55.454250
server_00,disk,77.264238802862,2025-05-10T00:23:55.454250
server_00,cpu,84.88153688001687,2025-05-09T23:23:55.454250
server_00,memory,31.865198134385007,2025-05-09T23:23:55.454250
server_00,disk,79.45615799144097,2025-05-09T23:23:55.454250
server_00,cpu,59.47836675777527,2025-05-09T22:23:55.454250
server_00,memory,18.050270538537582,2025-05-09T22:23:55.454250
server_00,disk,6.790724112388203,2025-05-09T22:23:55.454250
server_00,cpu,17.249972659019786,2025-05-09T21:23:55.454250
server_00,memory,86.9706272388515,2025-05-09T21:23:55.454250
server_00,disk,27.841287510690982,2025-05-09T21:23:55.454250
server_00,cpu,91.86406766197871,2025-05-09T20:23:55.454250
server_00,memory,81.36369431628127,2025-05-09T20:23:55.454250
server_00,disk,9.691624927264076,2025-05-09T20:23:55.454250
server_00,cpu,71.08488183346215,2025-05-09T19:23:55.454250
server_00,memory,62.821662782351936,2025-05-09T19:23:55.454250
server_00,disk,28.28803924467155,2025-05-09T19:23:55.454250
server_00,cpu,9.029286808887505,2025-05-09T18:23:55.454250
server_00,memory,13.446580985018809,2025-05-09T18:23:55.454250
server_00,disk,50.15316281382941,2025-05-09T18:23:55.454250
server_00,cpu,70.52813168819456,2025-05-09T17:23:55.454250
server_00,memory,61.64941117022165,2025-05-09T17:23:55.454250
server_00,disk,5.684534548230946,2025-05-09T17:23:55.454250
